nose-x,nose-y,nose-p,left_eye-x,left_eye-y,left_eye-p,right_eye-x,right_eye-y,right_eye-p,left_ear-x,left_ear-y,left_ear-p,right_ear-x,right_ear-y,right_ear-p,left_shoulder-x,left_shoulder-y,left_shoulder-p,right_shoulder-x,right_shoulder-y,right_shoulder-p,left_elbow-x,left_elbow-y,left_elbow-p,right_elbow-x,right_elbow-y,right_elbow-p,left_wrist-x,left_wrist-y,left_wrist-p,right_wrist-x,right_wrist-y,right_wrist-p,left_hip-x,left_hip-y,left_hip-p,right_hip-x,right_hip-y,right_hip-p,left_knee-x,left_knee-y,left_knee-p,right_knee-x,right_knee-y,right_knee-p,left_ankle-x,left_ankle-y,left_ankle-p,right_ankle-x,right_ankle-y,right_ankle-p,camera-position,subject-position,model,date,frame-id,class
0.38539615,0.5168372,0.61062276,0.4020234,0.4616556,0.67606837,0.3340912,0.52335244,0.6979889,0.49367648,0.45726913,0.5462515,0.3105663,0.5902647,0.4085936,0.7334528,0.73811305,0.73481905,0.254923,0.74987155,0.7160546,0.82211405,0.8764929,0.026181636,0.1592816,0.8781383,0.051448572,0.54148,0.67906827,0.016495856,0.0987894,0.8697143,0.04678451,0.8250926,0.9929192,0.043421805,0.7119245,1.0225939,0.052463222,-0.0018124748,0.89278483,0.03250472,0.48649105,0.87566763,0.043252937,0.49976414,0.6212583,0.03231945,0.022662645,1.0008268,0.06052973,frontal,sitting,movenet_thunder,1705583343,a55e37e3-d12a-4012-804f-73e994fc9970,right
0.38417196,0.51853526,0.65087175,0.40082806,0.4625644,0.7225792,0.33228692,0.5248735,0.6307145,0.49357462,0.4552279,0.51888716,0.3090517,0.5911207,0.4112711,0.7344666,0.7367009,0.6457164,0.25048614,0.7528838,0.75385344,0.83492905,0.88396734,0.035664313,0.16224177,0.8742604,0.035114028,0.5403439,0.6816894,0.022861326,0.15039513,0.78195584,0.018581398,0.84072936,0.99343574,0.035779577,0.71081346,1.0261755,0.04299034,-0.0017534383,0.893125,0.03691481,0.49847242,0.87486774,0.04660535,0.54314893,0.6720748,0.0396334,0.021865558,1.0013347,0.054067332,frontal,sitting,movenet_thunder,1705583343,cf36cad1-9509-400b-8102-204d5ebd9c22,right
0.38729408,0.5174281,0.5977797,0.4022809,0.4619306,0.70054394,0.3351501,0.52407384,0.6450706,0.49235833,0.45182502,0.5433902,0.3112148,0.5910215,0.40673643,0.7353104,0.73856515,0.7267468,0.25141487,0.75189394,0.7556613,0.8222388,0.87308794,0.0353569,0.16430664,0.8723008,0.044137187,0.5410259,0.68140763,0.020667896,0.15229897,0.7822981,0.017715685,0.8127849,0.99100494,0.041239426,0.7111923,1.0247482,0.04269623,0.009535012,0.97558665,0.033896863,0.48523456,0.8751314,0.03936255,0.5331169,0.6636527,0.034973267,0.021150615,1.0016617,0.05446099,frontal,sitting,movenet_thunder,1705583343,45091d53-af3b-4350-8713-0d4c71c6007a,right
0.3840311,0.5196917,0.64930147,0.40072364,0.4628665,0.7148007,0.33302003,0.5254709,0.5957675,0.49315464,0.45596617,0.53183067,0.31046978,0.5894972,0.40613654,0.7378357,0.7398992,0.705429,0.25776324,0.75283283,0.61246127,0.8190254,0.8764844,0.032851785,0.15929998,0.8760491,0.053293504,0.5504542,0.6917552,0.023598047,0.1503295,0.78719217,0.022815464,0.8135561,0.99140227,0.039320767,0.71190745,1.024521,0.04351699,0.77354115,0.75909233,0.02144485,0.5947371,0.87025666,0.035840504,0.49727744,0.6311213,0.03313068,0.021672392,1.0012635,0.053915862,frontal,sitting,movenet_thunder,1705583343,2d830fd9-269f-406f-893f-25d9821eb86f,right
0.38463578,0.5177047,0.6398885,0.40082163,0.46133578,0.6848648,0.33376676,0.5236938,0.6804257,0.49319553,0.45516282,0.5303641,0.31090868,0.58968294,0.40556318,0.7363967,0.73898834,0.75326693,0.24995779,0.75293154,0.7602027,0.8239898,0.87569195,0.029513173,0.19109482,0.7773255,0.010564945,0.5409275,0.67775166,0.017445173,0.15306608,0.78323305,0.015120756,0.8247985,0.992975,0.04480167,0.71004254,1.0232852,0.045093574,-0.0013129786,0.89177054,0.034210168,0.5218243,0.8709203,0.03230816,0.5022004,0.6204265,0.029155686,0.022113537,1.0011055,0.057151806,frontal,sitting,movenet_thunder,1705583343,4d4dcce4-e668-4621-8e71-df9a5344c7dc,right
0.38555562,0.5169235,0.6087092,0.40234327,0.4613452,0.6907275,0.33394656,0.5225392,0.6598969,0.4931121,0.45616898,0.52297467,0.31033877,0.5905576,0.3939067,0.73550296,0.736718,0.7201634,0.25424823,0.75086606,0.72441,0.82157296,0.87814957,0.030240998,0.15888014,0.8772143,0.04549747,0.5821545,0.64978206,0.0064864685,0.1500947,0.7901582,0.021630408,0.82469904,0.99352163,0.04474727,0.72655743,1.0219947,0.04352399,0.77055955,0.7570474,0.01886045,0.48770005,0.87557536,0.037302226,0.502095,0.6161142,0.029962389,0.0219173,1.0008402,0.05901391,frontal,sitting,movenet_thunder,1705583344,f09e51e4-0d24-4135-9281-9b8625c2c56b,right
0.52981734,0.48581704,0.48253623,0.5790762,0.44760102,0.5559427,0.487372,0.44184637,0.6603076,0.6358395,0.4952989,0.7115704,0.42288345,0.4802931,0.5663254,0.76370394,0.7640335,0.7106537,0.27475762,0.743062,0.793794,0.8324161,0.86766845,0.029247897,0.19242828,0.87848413,0.02785838,0.6065408,0.60618925,0.009794175,0.18923223,0.45689198,0.003899091,0.715226,1.0346177,0.039594784,0.33579293,1.0254104,0.014912884,0.786998,0.7808529,0.023758637,0.47429425,0.52381766,0.0031436745,0.5454832,0.6907959,0.017745547,0.9939388,1.0017669,0.028127259,frontal,sitting,movenet_thunder,1705583347,2c7f01a9-45f9-4894-a686-dcb334bf8615,center
0.40356195,0.5020538,0.566925,0.42474613,0.44594288,0.67117256,0.35525057,0.5078504,0.742112,0.5117779,0.45274076,0.58366627,0.32975438,0.5828817,0.57808185,0.74676234,0.74365526,0.79378027,0.26316428,0.7515244,0.65035814,0.8333156,0.87337685,0.06108823,0.16848129,0.8738768,0.0473909,0.3591171,0.5068302,0.051889747,0.14569801,0.7904379,0.041298278,0.8159846,0.9269586,0.03104679,0.72684795,1.0229125,0.03602138,0.7845197,0.76341444,0.030803012,0.5101201,0.8714558,0.07167076,0.5060851,0.6052514,0.022771228,0.02143818,1.0015643,0.052356377,frontal,sitting,movenet_thunder,1705583349,44da5579-a225-4080-921d-a1032185991b,right
0.5283959,0.48474455,0.561819,0.57757187,0.4488677,0.58101183,0.48523718,0.44091487,0.58858156,0.6340616,0.4980619,0.6763689,0.42185807,0.47810632,0.5492495,0.7603536,0.7660617,0.68946195,0.2720572,0.7471251,0.7306001,0.83207726,0.8641403,0.03033501,0.16248475,0.9846878,0.025054159,0.6115047,0.60594547,0.010087191,0.18824905,0.45149225,0.0029304705,0.7287483,1.0306304,0.04013232,0.03772583,0.8771585,0.016015556,0.78706515,0.78302324,0.03120596,0.47165844,0.5216224,0.00318403,0.57055414,0.72098726,0.0100126825,0.9931856,1.0005437,0.02880822,frontal,sitting,movenet_thunder,1705583351,dac88802-700e-4561-b5a4-388ce9dabc59,center
0.63445836,0.5078661,0.56829304,0.6861054,0.5109146,0.5085958,0.61430484,0.45502132,0.6539926,0.7048527,0.58275944,0.62425935,0.51715416,0.45064655,0.5751264,0.75587606,0.7765227,0.71166205,0.27327946,0.7308141,0.7068879,0.7740265,0.75756496,0.006945131,0.16261083,0.9816265,0.05527552,0.6619927,0.71770036,0.011462662,0.2486511,0.46869966,0.0055700648,0.765881,0.8831391,0.07419731,0.039930884,0.8800002,0.03003804,0.7996332,0.78377825,0.029066203,0.41721305,1.004495,0.021745378,0.97463346,0.9902975,0.025753226,0.021804757,1.0024076,0.047346987,frontal,sitting,movenet_thunder,1705583353,317cd96d-0731-411a-a4c3-61f203181a88,left
0.63455975,0.5142362,0.5115583,0.68567336,0.5137206,0.46826982,0.6147725,0.45688492,0.71572834,0.70532626,0.5840373,0.63288367,0.5187313,0.45170566,0.54381263,0.7563905,0.7793506,0.7134985,0.27576,0.73073965,0.69185275,0.7847476,0.7642838,0.010438288,0.1652214,0.9849534,0.08162009,0.6789151,0.7393158,0.009196878,0.22167581,0.47113982,0.0028621953,0.60268927,0.36420265,0.06714648,0.03402325,0.88303226,0.026871461,0.7971446,0.7842998,0.02894733,0.6925575,0.8548448,0.022092788,0.97321653,0.98887277,0.037668042,0.9935256,0.9887575,0.039480623,frontal,sitting,movenet_thunder,1705583354,debffa44-e515-4b56-84e9-d2eb33c1a537,left
0.50561297,0.48534316,0.6768813,0.55032325,0.4462526,0.7469836,0.4604987,0.4453655,0.8108778,0.6088308,0.48632997,0.48837656,0.3981493,0.48848948,0.7005819,0.7502414,0.7590224,0.72768223,0.25706416,0.75702393,0.6561898,0.82858855,0.86838555,0.027837243,0.18008563,0.8711903,0.017714256,0.76027405,0.8634001,0.020792967,0.38451052,0.44819114,0.019560665,0.7300981,1.025465,0.03805643,0.007573083,0.9934771,0.029059254,0.7752196,0.77413523,0.02813979,0.47276533,0.8703908,0.020770445,0.50348544,0.5898437,0.024363112,0.020170841,1.0016607,0.056939967,frontal,sitting,movenet_thunder,1705583356,bb824b29-3ba3-4d33-8356-921e3a501755,center
0.3938196,0.5034953,0.5658878,0.41124633,0.44756612,0.73640215,0.34504402,0.50940746,0.47605047,0.501331,0.45126417,0.5595855,0.3192831,0.5875071,0.53310585,0.73734206,0.73538494,0.72063595,0.2614174,0.75688004,0.7003813,0.8327763,0.874668,0.04800132,0.19010714,0.8655065,0.034476765,0.35785982,0.505164,0.05569809,0.010653406,0.8070025,0.052752037,0.8270468,0.9916188,0.043930348,0.72858584,1.0233603,0.04911375,0.7734939,0.75442034,0.026157556,0.48711687,0.8731699,0.056958105,0.007312606,0.8667404,0.03986927,0.024389725,0.99922156,0.06356586,frontal,sitting,movenet_thunder,1705583359,ee063a22-9230-419e-9109-a20ec61c0af3,right
0.5138269,0.49983367,0.52123594,0.56065625,0.45748428,0.5056305,0.46860927,0.45428696,0.420998,0.61748254,0.49255228,0.7653087,0.4065653,0.4866919,0.5821599,0.7508454,0.75872636,0.7086585,0.26542643,0.7540634,0.6123061,0.7817768,0.76376885,0.0071081202,0.14712209,0.99234194,0.028140005,0.59235513,0.61720026,0.008949731,0.1795454,0.49421674,0.0031982472,0.712119,1.0272493,0.046893142,0.008550704,0.9951174,0.03218767,0.78350383,0.7788933,0.023139566,0.436547,0.44932044,0.003383442,0.5153261,0.60671103,0.025877351,0.02098855,1.0027227,0.049662657,frontal,sitting,movenet_thunder,1705583364,fc4e3361-b413-4f3e-be80-3281bea7790b,center
0.62817866,0.51533324,0.44341457,0.6805948,0.5174734,0.599744,0.6071554,0.4609792,0.6231088,0.70484346,0.5959227,0.54385746,0.51608646,0.45579898,0.559909,0.7575694,0.7786899,0.73350954,0.2788266,0.72600144,0.7013975,0.7897348,0.76554346,0.013212187,0.1744511,0.8790395,0.07128839,0.6409818,0.65717596,0.020116033,0.1438956,0.8686459,0.03598585,0.02677215,0.9825533,0.041091353,0.084212065,0.8674935,0.019336164,0.7979628,0.7806336,0.03222304,0.43321836,1.0021924,0.021387942,0.97440505,0.9882102,0.032237004,0.020466998,1.0020343,0.052189305,frontal,sitting,movenet_thunder,1705583368,ac0a1222-1f79-4b9f-9c3b-6a574844c53a,left
0.6274396,0.51778835,0.5036046,0.68016535,0.52123535,0.6498259,0.60759926,0.4630907,0.6197479,0.70485866,0.5937057,0.56108046,0.5171386,0.4578365,0.5641786,0.7563672,0.7800521,0.71309114,0.27951545,0.7305668,0.72815216,0.8006422,0.77214116,0.021300053,0.17517053,0.87966996,0.057071347,0.69996804,0.6837865,0.020498974,0.010300064,0.8552714,0.046223637,0.7879063,0.8802468,0.06768048,0.1040071,0.86671174,0.020545822,0.80038846,0.78288656,0.035958488,0.43337905,1.0032878,0.021030337,0.9745877,0.98948807,0.030205114,0.022177164,1.0012261,0.057809662,frontal,sitting,movenet_thunder,1705583368,8cb494dc-e8ac-4c9f-a30e-03987bbe73b5,left
0.51511186,0.48917934,0.6019496,0.56448674,0.45126554,0.54813784,0.47490022,0.44596514,0.75986165,0.6209547,0.49703434,0.68095225,0.41102386,0.48162347,0.64655423,0.7512528,0.7579078,0.73082757,0.2628384,0.75499994,0.6392695,0.82988125,0.8700655,0.028759949,0.16675733,0.9954134,0.022976117,0.5956843,0.61383396,0.009150693,0.19837075,0.4720365,0.003081815,0.7289355,1.0288705,0.044665184,0.038248476,0.8810757,0.024671664,0.7748448,0.778407,0.02125869,0.43690133,0.99593467,0.03242191,0.50480926,0.58922243,0.01947018,0.9935614,0.99592847,0.031237971,frontal,sitting,movenet_thunder,1705583370,fe0834c5-bf4d-4b37-8156-41b69445bd4d,center
0.397844,0.502235,0.6528603,0.4186983,0.44749784,0.65511984,0.3494793,0.50698894,0.69950366,0.5099749,0.4528652,0.53703386,0.3276736,0.58437806,0.52085775,0.7418177,0.7470722,0.7419387,0.26039374,0.7526479,0.6795281,0.81782776,0.8714313,0.028179152,0.15229638,0.8779426,0.04651858,0.35889664,0.50531787,0.055933148,0.0993271,0.86983806,0.05925779,0.80997324,0.9929564,0.03710707,0.728069,1.0198778,0.041170496,0.77358603,0.7624817,0.027543161,0.48693413,0.8744459,0.044358768,0.48903483,0.5994735,0.019848555,0.025103785,0.9992208,0.06834206,frontal,sitting,movenet_thunder,1705583373,67bf7ca4-536a-42bc-8e8b-e255ae7beb8d,right
0.52989906,0.48539144,0.471977,0.5773978,0.44688928,0.67777526,0.48586747,0.4442397,0.68285215,0.6340574,0.49230006,0.75726295,0.42212474,0.486341,0.5548486,0.76159537,0.7632172,0.7373168,0.27873665,0.7471841,0.7224468,0.8316454,0.8627521,0.03516393,0.19621164,0.8775579,0.018391883,0.6069893,0.6060714,0.008234494,0.41366568,0.4450056,0.017478595,0.71265805,1.0317335,0.045277454,0.34985068,1.0249026,0.015072374,0.789273,0.7809276,0.02919948,0.68664527,0.85079074,0.032397997,0.5394339,0.58514386,0.019997474,0.995268,0.9962654,0.030045142,frontal,sitting,movenet_thunder,1705583375,b0ff1433-b044-4f2b-b34d-871d140df316,center
0.634388,0.54288626,0.65367883,0.6848826,0.5305099,0.48907745,0.6151084,0.4843332,0.6074462,0.70626,0.57982355,0.5338756,0.5162081,0.46260348,0.5468676,0.759384,0.7773037,0.76479906,0.27914828,0.737655,0.61961824,0.8269906,0.8509687,0.03429357,0.18033224,0.87493384,0.066741064,0.669223,0.7929104,0.010411178,0.16207278,0.8660278,0.030913858,0.60500664,0.38001075,0.07041743,0.10066465,0.8666758,0.018514855,0.79939634,0.78432304,0.032427743,0.430698,0.9999544,0.020871945,0.9715245,0.98965937,0.038500123,0.99295056,0.9899511,0.039006382,frontal,sitting,movenet_thunder,1705583381,6d33f4f8-fe5d-42c3-9113-06dcf1339146,left
0.51681876,0.49031,0.6624599,0.5632551,0.45065337,0.48591015,0.47352707,0.44899067,0.7154643,0.61855876,0.49143922,0.7582567,0.4107914,0.48447132,0.6210071,0.7529555,0.75630677,0.6842351,0.26178265,0.754281,0.6665777,0.83006996,0.86837846,0.025195736,0.018759632,0.5754269,0.010668896,0.59424937,0.6157568,0.009676562,0.39994198,0.44479203,0.017508352,0.73088527,1.0290732,0.038920417,0.008790747,0.99456507,0.028436908,0.78243965,0.77841216,0.018385476,0.4531563,0.9957087,0.035965987,0.53193957,0.5897755,0.019618822,0.9944007,0.99745005,0.0273134,frontal,sitting,movenet_thunder,1705583383,2efe1c30-441a-47a4-88b5-c2f9d583198f,center
0.417402,0.493036,0.6431321,0.444631,0.43971115,0.5896227,0.36750755,0.49502027,0.58159095,0.5327362,0.45695436,0.69511443,0.33858913,0.57561415,0.45696282,0.74652064,0.75183487,0.68310684,0.2626479,0.7584372,0.70204693,0.83395153,0.87046725,0.042168893,0.18368131,0.87253994,0.033638865,0.3764543,0.50654656,0.03938909,0.31777957,0.5284736,0.03980644,0.8125413,0.9916527,0.03800133,0.7264756,1.0238683,0.03178006,0.77810454,0.7698141,0.032189257,0.5098154,0.8717558,0.052863695,0.43752307,0.61070806,0.026108358,0.021330396,1.0015991,0.056053527,frontal,sitting,movenet_thunder,1705583385,5a6be7db-c916-4657-87fb-068f7bf772f4,right
0.5426932,0.49002495,0.67061675,0.5897032,0.4531827,0.35166788,0.49666288,0.44951564,0.45088083,0.64354575,0.49337578,0.71012956,0.43048123,0.48368526,0.67378384,0.7620502,0.76431584,0.6900582,0.28110746,0.7505628,0.66949266,0.83023626,0.8641375,0.038597126,0.19705132,0.8748745,0.019917881,0.60984915,0.61168563,0.010111408,0.045100503,0.4305892,0.017144958,0.7120082,1.0329716,0.045329,0.3370771,1.0261409,0.014923066,0.79690176,0.7806317,0.027312152,0.47060055,0.5297286,0.0046461793,0.5521336,0.6035347,0.018410942,0.9934326,0.9925269,0.03718441,frontal,sitting,movenet_thunder,1705583388,26e897f5-0ffd-460b-93ce-7ba9258f351c,center
0.6132028,0.52365613,0.5051964,0.66911125,0.5205888,0.6504163,0.5950482,0.46806514,0.5527502,0.7001453,0.58497894,0.67403316,0.51346725,0.45578343,0.47510743,0.76020384,0.7793583,0.7295159,0.27907798,0.7348301,0.6320068,0.8226308,0.85643226,0.032908753,0.18776333,0.8754157,0.053282432,0.6467277,0.64195365,0.021473264,0.16126114,0.8672332,0.03249245,0.8006241,0.87942976,0.07128581,0.08548194,0.86516106,0.015305141,0.79884917,0.78350985,0.031734385,0.41927987,1.0012211,0.027443774,0.97379535,0.9904117,0.032525703,0.019628894,1.0032645,0.04624006,frontal,sitting,movenet_thunder,1705583391,e0d4e19b-5256-4dd4-9ce6-2331f927a42e,left
0.5051393,0.48947558,0.76514703,0.5494359,0.4499623,0.67666274,0.4622982,0.45280975,0.57585764,0.6099733,0.48587817,0.49749425,0.4037669,0.48990563,0.7240877,0.7488072,0.76215553,0.7273742,0.25890082,0.7554612,0.7426081,0.78563625,0.7701578,0.011275516,0.19451864,0.8757751,0.016120266,0.5951075,0.6118322,0.008778934,0.38955373,0.484733,0.016213836,0.7289131,1.0261449,0.04229084,0.007973476,0.99438524,0.026717452,0.77617997,0.7782428,0.027915675,0.45372257,0.99584484,0.026475497,0.50332725,0.59090304,0.02116518,0.99384016,0.9906729,0.028274016,frontal,sitting,movenet_thunder,1705583395,a4edd809-8c01-4352-aaec-923c76e79644,center
